Representation,Feature_Selection,Top_K,Model,Accuracy,Precision,Recall,F1_score,ROC_AUC,Log_Loss,Training_Time
BoW,Fisher,400,Logistic Regression,0.859074362974519,0.8977659977281333,0.8136582017844887,0.8536453645364537,0.9582170949591742,0.24054879938140383,0.5382158756256104
BoW,Fisher,400,Random Forest,0.8789218235396082,0.8719153936545241,0.8912148249828414,0.8814594823928723,0.9582022803135296,0.2907589088224662,13.752342939376831
BoW,Fisher,400,LinearSVC,0.8611544461778471,0.9054105909439755,0.8097117364447495,0.8548913043478261,0.958953319742724,0.2401162307476768,1.9476253986358643
BoW,Fisher,600,Logistic Regression,0.8640145605824233,0.8972206677858608,0.8253260123541524,0.8597729913307713,0.9613236329958519,0.23335074790551136,0.6881535053253174
BoW,Fisher,600,Random Forest,0.8785751430057203,0.8807844486495785,0.8785175017158545,0.879649514646508,0.9580856863478082,0.2924681734895929,17.061882495880127
BoW,Fisher,600,LinearSVC,0.8660079736522794,0.9056460780598712,0.820178448867536,0.8607959661444264,0.9616396387029463,0.23462195507703867,2.0850136280059814
BoW,Fisher,1000,Logistic Regression,0.8659213035188075,0.8881233000906619,0.8404255319148937,0.8636163272502865,0.9629487665680626,0.22827005177798396,0.9301919937133789
BoW,Fisher,1000,Random Forest,0.8847287224822327,0.8935946797339867,0.8761153054221003,0.8847686709409115,0.9571467443238572,0.29708061837646343,19.457629680633545
BoW,Fisher,1000,LinearSVC,0.8677413763217195,0.8999628114540722,0.8304735758407688,0.8638229519900054,0.9630806559792873,0.23032017801430887,2.4501655101776123
BoW,Fisher,1500,Logistic Regression,0.8713815219275438,0.8907880532565671,0.8495195607412491,0.8696645002634815,0.9654722746761513,0.22574396062799543,1.0114529132843018
BoW,Fisher,1500,Random Forest,0.8816952678107124,0.8933544861625242,0.8695950583390528,0.8813146682897139,0.9551158457209413,0.29463147406124623,22.714122533798218
BoW,Fisher,1500,LinearSVC,0.8719882128618478,0.9083912145672987,0.8303019903912148,0.8675930076199014,0.9653211232205898,0.22822678248082334,9.404788732528687
